title,link,location,date,company,description
"Lifecycle Data Analyst, Senior Associate
new",https://www.indeed.com/viewjob?jk=7647c410456947b6,"Boston, MA",4 days ago,State Street,"Who we are looking for
LCM program requires a resource who will be responsible for oversight and administration of program inspection, validation analysis and reporting which originates from the CMDB and is run through the LCM tool, this role provides all application mapping metrics, infrastructure mappings, etc. for the program.
What you will be responsible for
As a Lifecycle Data Analyst you will be the primary team resource responsible for oversight and administration of program inspection, validation analysis and reporting which originates from the CMDB and is run through the LCM tool. Role provides all application mapping metrics, infrastructure mappings, etc. for the program which is shared with 1st, 2nd and 3rd level risk parties. Resource also assists fellow team members with critical research and analysis for application lifecycle remediation. Must have superior knowledge of the CMDB, application lifecycle remediation and advanced knowledge of the Lifecycle Tool which is run using REXX and Excel Macros.
Executes Lifecycle Tool
CMDB App to Infra with Detail File Prep (OS Hardware and LCM Detail File)
Prepares, analyzes and publishes App Code Reports
Publishes Weekly App to Infra results with Detail
Publishes Various monthly IT Risk Reports
Research, analyze and validate 100+ software and hardware versions for standard input
Determine missing data elements from 10+ files
Determine report and communication gaps for remediation
Publishes Monthly ETRM Compass Report
Publishes monthly PXO package
Publishes the monthly LCM Metrics Dashboard (PowerPoint and Excel versions)
Maintains metric history file
Atrack Project Setup, oversight, assignments for BAU and RES19-2280
Application Trending Analysis for All components, CJ, and mapped components
What we value
These skills will help you succeed in this role
Indepth knowledge of SSCs deployment of the CMDB including all infrastructure keys: storage, network, BUR, Open Systems, MidRange, Mainframe, Middleware, Database, etc.
Superior Excel skillset
Superior Tableau skillset
Superior knowledge of REXX
Understand audit and risk implications globally.
Understanding of IT Risk relationship
Understanding of ETRM relationship
Familiar with workflow concepts
Familiar with Project Mgmt terminology
Work independently
Change priorities daily
Why this role is important to us
Our technology function, Global Technology Services (GTS), is vital to State Street and is the key enabler for our business to deliver data and insights to our clients. We’re driving the company’s digital transformation and expanding business capabilities using industry best practices and advanced technologies such as cloud, artificial intelligence and robotics process automation.
We offer a collaborative environment where technology skills and innovation are valued in a global organization. We’re looking for top technical talent to join our team and deliver creative technology solutions that help us become an end-to-end, next-generation financial services company.
Join us if you want to grow your technical skills, solve real problems and make your mark on our industry."
Data Scientist,https://www.indeed.com/viewjob?jk=4a7bd1be7ce4ea3a,"Piscataway, NJ",30+ days ago,Scalable Systems,"Job Openings
Title: Data Scientist Job Code: SSDS7321 Job Description: The Data Scientist is responsible for the categorization and optimization technologies that are the foundational components of this company's data platform. As a member of the Data Services team, this role will focus on machine learning, enterprise search and data matching algorithms that enhance the performance of our systems and expose new data based capabilities to the organization. This role will work alongside research scientists, data architects and software engineers in the design and implementation of data-driven algorithms that enhance the performance of our systems Responsibilities:
Develop and support data matching, enterprise search, data mining and machine learning efforts as a member of the Data Services team.
Participate in the design and implementation of data-driven algorithms that enhance the performance of our system.
Responsible for building the long-term strategic architecture roadmap and related services, aligned to the company's enterprise architecture framework with a focus on data management and data integration.
Identify, evaluate, and recommend emerging technologies and technology service providers that will improve the business with a special focus dedicated to
Promote the use of a shared infrastructure and application/services roadmap to reduce costs and improve information flows.
Participate as a member of various design review boards as necessary to comply with enterprise architecture framework and data governance policies.
Provide subject matter expertise and hands on delivery of Big Data Modeling platforms
Works with the key business stakeholders to validate and flesh out use cases
Provide domain perspective on Big Data Analytics platforms
Experience standing up and using Big Data Hadoop platforms such as Cloudera / HortonWorks and using them to devise and execute analytics as a Data Scientist
Qualifications: Education: Masters or PhD in Computer Science, Statistics, Mathematics or Physics-or similar academic pedigree Experience:
4-7 years of relevant experience for Data Sc.
Big data/statistical technologies: Hadoop/MapReduce; Hive/Pig; R; SPSS; Matlab; etc.
Data mining/text mining/predictive analytics/AI: clustering; classification/regression; anomaly; detection; association rules; NLP; etc.
Data visualization/infographics: QlikView; JasperSoft; Tableau; D3; etc.
Experience with one or more programming languages: Java; Perl; Python; etc.
Excellent verbal and written communication skills"
Data Scientist 4,https://www.indeed.com/viewjob?jk=b87700cca2485649,"Aurora, CO",30+ days ago,"Salient CRGT, Inc","Job Description:

Are you looking for a new and exciting career opportunity?
Join our award-winning organization and work with some of the most talented minds within our Enterprise Technology and Innovation teams. As a Salient CRGT employee, you get to be part of a best performing team supporting our nation’s most critical missions. At Salient CRGT, we recognize that financial rewards and great benefits are important. That is why we offer competitive compensation and a diverse benefits package. Click here to learn more about our extensive benefits program.
Why Salient CRGT?
We’re passionate about the inspirational missions of our customers and we entrust our employees and teams to deliver exceptional performance to enable the safety, security, health and well-being of our nation. We provide the tools and resources to help you be successful, and our culture fosters an environment in which idea sharing and collaboration is essential. Are you ready to make a difference?
The ideal candidate will be a mid-level full-stack developer/architect in support of a growing Advanced Analytics effort for IC customers to improve existing data analytic frameworks and innovate new features for a classified data analytics tool suite. Responsibilities will include: improving automation of an existing data ingestion architecture using current technologies; improving data ingestion, enrichment, and correlation algorithms; creating and maintaining web applications using current frameworks; and supporting customers with analytic methods to help improve insight into system effectiveness. The candidate must be strongly familiar with basic application and web-based programming languages, such as Java, Groovy, Python, HTML5, JavaScript, and ReactJS. Experience with Natural Language Processing and Machine Learning is highly preferred.
Salary range: 150K-165K
#cjpost
Required Qualifications:

Bachelor's Degree
U. S. TS/SCI clearance required
5 Years relevant experience
8570 compliant certificationdesired - Security+CE or higher
CI poly desired. Will be required after hire.
#jpreqs #colorado #muncyreqs
Desired Qualifications:

150K-165K
Salient CRGT is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, sexual orientation, gender identity or expression, veteran status, disability, genetic information, or any other factor prohibited by applicable anti-discrimination laws."
CIRES/ NOAA NCEI Magnetometer Data Support Scientist Profess...,https://www.indeed.com/viewjob?jk=fa1c6f724c4e42f7,"Boulder, CO",30+ days ago,University of Colorado Boulder,"Job Summary
The Cooperative Institute for Research in Environmental Sciences (CIRES) at the University of Colorado Boulder is encouraging applications for an Associate Scientist supporting NOAA’s National Centers for Environmental Information (NCEI) work related to the magnetometers (MAGs) on the Geostationary Operational Environmental Satellite Series-R (GOES-R) mission. The Space Weather Team within NCEI, is responsible for supporting NOAA’s space weather mission and for ensuring the operational and scientific utility of NOAA’s space environmental data.
Our Scientist will be part of the CIRES-NCEI MAG team supporting all aspects of our GOES-R MAG efforts including pre-and post-launch calibration/validation activities, anomaly investigations, and attending/contributing to technical meetings.

The University of Colorado Boulder is committed to building a culturally diverse community of faculty, staff, and students dedicated to contributing to an inclusive campus environment. We are an Equal Opportunity employer, including veterans and individuals with disabilities.
Who We Are
At CIRES, the Cooperative Institute for Research in Environmental Sciences, more than 800 environmental scientists work to understand the dynamic Earth system, including people’s relationship with the planet. CIRES is a partnership of NOAA and the University of Colorado Boulder, and our areas of expertise include weather and climate, changes at the Earth’s poles, air quality and atmospheric chemistry, water resources, and solid Earth sciences. Our vision is to be instrumental in ensuring a sustainable future environment by advancing scientific and societal understanding of the Earth system.
https://cires.colorado.edu/
National Centers for Environmental Information division: https://www.ngdc.noaa.gov/
What Your Key Responsibilities Will Be
Participate in pre-and post-launch instrument calibration/validation activities.
Participate in NOAA-NASA engineering technical meetings.
Investigate science data anomalies on-orbit and make recommendations.
Validate and calibrate on-orbit science data.
Assist in the development and presentation of data product reviews to NOAA-NASA.
Opportunities to participate in scientific research with members of the CIRES-NCEI MAG team.
What You Should Know
The position will be located within the Solar-Terrestrial Physics Branch of the NCEI Center for Coasts, Oceans, and Geophysics (CCOG) at the David Skaggs Research Center, 325 Broadway, Boulder, Colorado. The selected finalist will be required to pass a federal laboratory background clearance for site access.
U.S Citizenship or Permanent Residence (Green Card) is required.
What We Can Offer
We can offer a competitive salary and a comprehensive benefits package.
An Associate Scientist (AS) hired for this specific opportunity will be hired with an initial salary in one of the following ranges depending on experience:
AS I: $50,000 to $60,000 annually.
AS II: $60,000 to $90,000 annually.
AS III: $75,000 to $95,000 annually.
Relocation funds are available for this position following CIRES and the University of Colorado’s relocation processes and procedures.
Benefits
The University of Colorado offers excellent benefits, including medical, dental, retirement, paid time off, tuition benefit and ECO Pass. The University of Colorado Boulder is one of the largest employers in Boulder County and offers an inspiring higher education environment. Learn more about the University of Colorado Boulder.
Be Statements
Be Ambitious. Be Resourceful. Be Boulder.
What We Require
Please note that applicants do not need to have all the skills and experience from the ""what we would like you to have"" section to be considered for this position. If you meet the minimum requirements, you are encouraged to apply. We encourage on-the-job training for any additional skills or knowledge that become relevant to the position.
U.S. citizenship or permanent residency (Green Card) is required.
Bachelor’s, Master’s or Ph.D. degree in Physics or similar Scientific or Engineering field required. Candidates applying with a Bachelor’s degree must also have at least 4 years of relevant experience beyond the degree.
What You Will Need
Experience analyzing time series data.
Experience programming in a scientific language (Python, Matlab, IDL, or similar).
Ability to work in a team environment.
Outstanding oral and written communication skills.
Ability to contribute to a diverse and inclusive workforce.
What We Would Like You To Have
Master’s or Ph.D. in space plasma physics or a similar field.
Experience analyzing magnetometer data.
Experience working on spacecraft mission science or engineering teams.
Special Instructions
To apply, please submit the following materials:
Resume or CV
Cover letter addressed to the Search Committee briefly describing your qualifications, professional goals, and specific interest in this position.
List of contact information for 3 references who will be willing to write a confidential Letter of Recommendation for you. You don’t need to include letters of recommendation with your initial application. The search committee will request letters of recommendation at a later time If you are identified as a finalist for this role.
If you are selected as the finalist, your degree will be verified by the CU Boulder Campus Human Resources department using an approved online vendor. If your degree was obtained outside of the United States, please submit a translated version as an optional attachment.
The position will be open until filled. Applications will be screened as they are received.
Note: Application materials will not be accepted via email. For consideration, applications must be submitted through CU Boulder Jobs.
Posting Contact Information
Posting Contact Name: Paul Loto'aniu
Posting Contact Email: paul.lotoaniu@noaa.gov"
"Data Scientist, Product Analytics - Growth
new",https://www.indeed.com/viewjob?jk=0cd4eca9367174c6,"Menlo Park, CA",4 days ago,Facebook,"Facebook Growth is a fast-paced, analytically-driven organization with a simple goal, help Facebook grow in users globally. We focus on markets across the globe, building new consumer products that bring users online and help them connect with close friends and family. We span products, from a user’s onboarding experience to maximizing the effectiveness of suggesting friends and notifications.You’ll be part of a small, caring and tight-knit team of Data Scientists in a fast-paced, high impact area with high visibility to leaders of the apps, growth and analytics organizations. You’ll collaborate with product and Data Science teams across the organization to provide clear, actionable analysis on some of the biggest and most crucial topics facing our community and company.
Surfacing and understanding cross-app effects and external/emergent trends in depth
Providing insights on topics that are important but fall between team responsibilities
Setting up and communicating best practices and data foundations for analysis
Driving product strategy: This is an opportunity to work with every part of Facebook Inc, from the newest, shiniest products like Reels and Rooms, to the most important topics like supporting small businesses, COVID and election integrity. You can bring the data to drive our next big product, innovation or service to our community
Enhancing high complex models: Notifications and Friending suggestions have been around for a long time, but as the user base evolves and we enter new markets, we need to adapt to ensure every user globally has the best experience possible
Bringing your passion and vision: We want you to come and do the best work of your career. That means driving progress on the topics you believe in, with the data to prove your hypotheses, so this space intentionally left blank
Bachelors/Masters Degree with 4+ years (or PhD with 2+ years) of experience working within an analytical role
Experience with a quantitative analytical role in a technology company, consulting, investment banking, or product management
Experience with statistics, experimentation and modelling to get meaningful signals from noisy data (e.g., Python, Scikit-Learn, TensorFlow, SAS, R, MATLAB)
Experience extracting and manipulating large datasets with SQL, Presto, Spark, etc.
Experience influencing product strategy through data-centric presentations to product, business, and other stakeholders
Experience influencing cross functional partners and work across teams
7+ years of experience working in an analytics organization
Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
"Senior Data Scientist
new",https://www.indeed.com/viewjob?jk=92800833c36e8b16,"Lake County, IL",Today,Abbvie,"About AbbVie
AbbVie’s mission is to discover and deliver innovative medicines that solve serious health issues today and address the medical challenges of tomorrow. We strive to have a remarkable impact on people’s lives across several key therapeutic areas: immunology, oncology, neuroscience, eye care, virology, women’s health and gastroenterology, in addition to products and services across its Allergan Aesthetics portfolio. For more information about AbbVie, please visit us at www.abbvie.com. Follow @abbvie on Twitter, Facebook, Instagram, YouTube and LinkedIn.
The Enterprise Data Scientist is the key player in driving advanced analytics and maturing AI at AbbVie, supporting multiple use cases across various business technology organizations in AbbVie; covering but not limited to language/image processing, machine learning analytics, deep learning analytics etc. The use cases cover areas in AbbVie research, commercial operations, manufacturing systems, supply chain planning, logistics, infrastructure processes etc.
The successful Data Scientist will translate business needs into analytic questions; conduct data exploration leveraging data from disparate data stores cross Abbvie (including data lakes, traditional relational and non-relational data); develop model specification; design and perform rigorous analyses of operational, customer, and financial data; and translate these analytic findings into leading information for our business partners.
This position would act as an advisor to executive and management level decision makers. This individual would provide ‘end-to-end’ guidance on deployment of machine learning models including data governance and industry best practices with a lens towards agility and efficiency, leveraging a) data science and statistical methods, b) programming languages such as R, python, Spark, SAS, c) libraries such as TensorFlow, Pytorch etc. d) technology capabilities such as containers and orchestration (Docker, Kubernetes) in on-prem, cloud and hybrid infrastructures.
Responsibilities:
Consult with internal and external stakeholders to determine how best to apply descriptive analysis and/or statistical learning to support business objectives across AbbVie’s use cases.
Demonstrate a thorough understanding of concepts related to statistical methods, language and image processing and operations research and how to use them for solving real world problems.
Apply linear models, machine learning algorithms, times series forecasting, and modern optimization methods (i.e. metaheuristics) to understand and/or predict events impacting various business operations.
Understand the guidelines needed to build credible and efficient simulation models used to inform the decision-making process.
Collaborate with subject matter experts and data engineers to deploy advanced analytic solutions into the operational environments.
Adhere to agile project management frameworks and set the direction of data science initiatives.

Qualifications
Qualifications:
Master's degree or Bachelor's degree in quantitative discipline (e.g. applied math, operation research, computer science, etc.)
Lifesciences, healthcare analytics background preferred.
Practical experience with times series forecasting, monte carlo analysis, spatial analysis, and/or machine learning (random forest, neural nets, SVM, etc.)
Familiarity and use with public datasets such as Clinicaltrials.gov, imagenet, COCO etc.
Familiarity with machine learning solution offerings/operationalize from cloud providers such as AWS (ex. Sagemaker), Azure, GCP.
Familiarity with the concepts of container-based machine learning models, automation, and operations.
Familiarity with language models (SpaCy, NLTK, Stanford NLP) and using them to operationalize and enhance chatbot user experience.
Familiarity with navigating in both a relational (Teradata-based) and non-relational (Hadoop) environment. SQL skillset is strongly desired. Knowledge of Java/Scala/Apache Spark is a bonus.
Proficiency in R/Python; familiarity with libraries such as Tensorflow, café, Pytorch etc.
Practiced in exploratory data analysis (EDA) and manipulating large data sets.
Capable of accessing external data sources through various APIs (e.g. google distance matrix, quandl financial data, etc.)

Significant Work Activities
Continuous sitting for prolonged periods (more than 2 consecutive hours in an 8 hour day)
Travel
No
Job Type
Experienced
Schedule
Full-time
Job Level Code
M
Equal Employment Opportunity
At AbbVie, we value bringing together individuals from diverse backgrounds to develop new and innovative solutions for patients. As an equal opportunity employer we do not discriminate on the basis of race, color, religion, national origin, age, sex (including pregnancy), physical or mental disability, medical condition, genetic information gender identity or expression, sexual orientation, marital status, protected veteran status, or any other legally protected characteristic."
"Principle Data Scientist Security Advisor
new",https://www.indeed.com/viewjob?jk=6e6fce888f582a91,Pennsylvania,Today,CVS Health,"Use technical expertise and business knowledge to deliver key insights to our customers by leveraging innovations in data science, machine & deep learning, and predictive modeling techniques to detect anomalies and security threats to protect CVS Health assets and its consumers. Responsible for establishing security strategies, utilizing industry security standards, normative comparisons with industry peers, best practice research, and CVS business-specific and technology requirements. Helps define, drive and deliver all aspects of the data science product lifecycle, from requirements gathering, education, and strategy, to study design, solution architecting, programming, testing, implementation, delivery, and iteration of data science analytics products.

Required Qualifications
8 years of experience with machine learning methodologies with a concentration in cybersecurity, extensive experience with SQL, Hive, Python, Cloud Computing

Preferred Qualifications
Technical Team Lead experience

Education
Master's degree in Data Science or similar field of study

Business Overview
At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.

We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an equal opportunity and affirmative action employer. We do not discriminate in recruiting, hiring or promotion based on race, ethnicity, sex/gender, sexual orientation, gender identity or expression, age, disability or protected veteran status or on any other basis or characteristic prohibited by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities."
Data Scientist,https://www.indeed.com/viewjob?jk=67188cbfdc50f4a9,"Boston, MA",30+ days ago,Avanade,"Advanced Analytics Consultant

Do you enjoy discovering new ways in which data can support business decision-making? So do we.

You’re a natural communicator whose understanding of complex statistics and analytics can help prototypes become real solutions. We’re committed to helping you lead the way in analyzing information.

About you

You love getting the most out of data, and understand how to use your knowledge, experience and knowhow of analytics to support business decision-making. You’re a flexible worker, comfortable deciding the best ways to work and to support your team members in delivering for clients.

About the job

In a world where information is available everywhere, how do you know which data you really need?

That’s where you come in. You know how to design, develop, and evaluate predictive models and advanced algorithms to get the best value out of your data. Your insight enables you to create plans to steer business strategy and get results.

Your analytical skills and understanding of complex analysis and modelling will help your colleagues and clients get the most out of their data. You’re naturally inquisitive, asking the right questions and interpreting the answers, creating models and programming, and giving advice on how to use the data to make business decisions. And, you’re comfortable sharing your knowledge with other members of the team.

In the role, you will:
Use a range of sometimes complex datasets, both structured and unstructured, to build solutions for your customers

Create insights into business performance by collecting, collating and analyzing data from multiple sources

Improve decision-making by using your knowledge of statistics, machine learning, programming, data modelling, simulation, and advanced mathematics to recognize patterns, ask questions and spot business opportunities

Use your teamwork skills to translate prototypes into new products, services, and features and provide guidelines for their roll-out

Give guidance on when and how to visualize data

Look out for new analytics tools and techniques and create new ways to generate and analyze information

Mentor and support junior colleagues

Travel as required.

Your skills

You’re comfortable with analysis, whether it’s statistical, quantitative, predictive, or optimization, and you’re proficient in at least one high-level programming language, such as S, C++, Python or Julia. Ideally, you have a Bachelor's degree in Applied Mathematics, Statistics, or a similar relevant field, and at least three years of relevant professional experience.

Your experience includes:
Explaining complex analytical methodologies and concepts in non-technical language

Using your judgment to solve complex problems spanning different business segments

Exceptional written and verbal communication and presentation skills

Experience with a variety of analytics tools, such as R, Revolution R, SAS, SPSS, MATLAB, MicroStrategy and Tableau

Data mining, analysis and modelling of large, complex data."
Staff Data Scientist - Causality,https://www.indeed.com/viewjob?jk=b49863a84d2bc93a,"San Francisco Bay Area, CA",27 days ago,Opendoor,"About Opendoor:
Are you intrigued by the thought of disrupting a trillion dollar industry through technology? At Opendoor, we’re on a mission to make it simple to buy and sell homes. The traditional process is broken, with an average home taking over 90 days to sell and costing thousands of dollars. We empower everyone with the freedom to move by making buying and selling a home stress-free and instant. We’ve built an exceptional team, seen strong growth, served over 85,000 customers and recently went public! The coming years present a tremendous opportunity for innovation as we explore new frontiers and scale nationwide.
About the Role:
As a staff data scientist, you will lead the efforts to advance Opendoor’s ability to learn causes and effects. As a business focused on a small number of large transactions with a high degree of operational complexity, Opendoor cannot simply use rapid A/B testing as a way to establish cause-effect relationships for our strategic decisions. You will define and lead pragmatic causal learning practice at a company level using advanced experimentation, inference, and decision science techniques. You will identify limits of our current practices and continually incorporate state-of-the-art academia and industry, potentially drawing from non-obvious domains or applications. Moreover, you will have the technical command, business context and leadership stature to drive Data Science technical direction, cross-functional decision-making, and a culture of causal reasoning throughout the company.
As a Staff Data Scientist, you will:
Define and drive day-to-day causal learning practices across Opendoor business
Drive technical direction on advanced econometrics, causal inference, experimental design, etc. techniques across the Research & Data Science organization
Bridge cutting-edge academic and industrial research with the underlying shape of our strategic business questions to identify, synthesize and apply relevant insights.
Shape causal reasoning culture across Engineering, Product, Operations, Design, among other functions
We’re looking for teammates who have:
Advanced expertise in one of the following domains: causal inference, econometrics, experimental design, clinical trial, or any other fields where you’ve focused on establishing causality with dataInterests and proficiency working with fast evolving data sets around complex business
Strong strategic thinking and problem solving skills to apply academic knowledge on practical business questions
Strong communication and leadership skills to influence non-technical audiences with analytical insights
7+ years of industry experience with advanced degree in a quantitative field
Programming sufficiency: SQL, Python/R, or any other of your preferred languages
Bonus Points:
You are excited to join a radically transparent team
You are committed to iteratively driving results
You are propelled forward by working on hard data science problems
You are interested in how to make the best decisions under uncertainty
More About Us
Want to learn more about us and how we are revolutionizing the home buying and selling process? Learn more about us on our website, check out our profile on The Muse to learn more about our culture from our team members, or read our blog posts to hear about the work we are doing.
We Offer the Following Benefits and Perks:Your choice of coverage for medical, dental, and vision (optional for dependents)Flexible vacation policyCommuter benefitGenerous parental leavePaid time off to volunteer
Please note that these benefits and perks are available only to Full Time team members and do not apply to contract roles.
Opendoor values Openness
Our team celebrates our diverse backgrounds. We believe that being open about who we are and what we do allows us to be better. Individuals seeking employment at Opendoor are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, sexual orientation, gender identity or other protected status under all applicable laws, regulations, and ordinances."
Senior Data Scientist,https://www.indeed.com/viewjob?jk=80debfbe9636d721,"San Mateo, CA",30+ days ago,Harmonize,"San Mateo, CA
We are hiring for a Senior Data Scientist focusing on innovative and efficient ways to extract new meaningful and actionable insights from diverse data. This is a multi-disciplinary effort, involving domain experts in fields ranging from computer science and statistics and machine learning to medicine.
About us
Harmonize is a tech start-up revolutionizing the healthcare industry. We are growing at a rapid pace to deliver some of the most innovative solutions in remote patient monitoring.
We collect vital data from patients so that their doctors can make more informed decisions and provide better care.
About you
You are internally driven, passionate about healthcare, and motivated to make a real difference in the lives of people. You have a history of generating actionable insights and solutions out of diverse, structured and unstructured data sources. Finally, you are eager to contribute to and mature our data team.
What you should have
Strong knowledge of machine learning algorithms and statistical analysis
3+ years of predictive modeling experience
Solid SQL skills for data querying and manipulation
Proficiency in Python programming
Excellent written and verbal communications skills
Strong problem solving skills and attention to detail. Data driven problem solving in particular
Experience working with healthcare data sets
Familiarity with clinical workflows
Education
Qualitative degree in Statistics, Computer Science, Engineering, or Data Science
PhD is preferred but not required
If this role sounds like a good fit, please let us know by sending a message and your resume to info@harmonize.health."
"Data Scientist III
new",https://www.indeed.com/viewjob?jk=80ec6efbdb2f31e1,"Houston, TX",1 day ago,DCP Midstream,"DCP Midstream is a Fortune 500 natural gas company dedicated to meeting the energy and consumer needs of our society. With a focus on technology and innovation, we safely and reliably operate a strong and diversified portfolio of logistics, marketing, gathering, and processing assets across nine states.
Benefits & Additional Compensation
DCP builds connections to enable better lives and is dedicated to supporting our employees with opportunities for internal mobility, continual growth, and ongoing training. We believe all employees contribute to the success of the company and should be able to share in that success, which is why all jobs are eligible for the short-term incentive program with any payouts being subject to individual and company performance. Depending on the position and level, some jobs are also eligible to participate in the long-term incentive programs with any payouts also being subject to performances. We offer a comprehensive benefit program that includes medical, dental, vision, disability, life, a competitive 401(k) match, a retirement contribution, and several other unique benefits offerings. We make health and wellness a priority and offer a generous paid time off policy including parental leave, sick time, and vacation time.
Job Summary
Work with data to identify patterns, uses judgment to form conclusions that may challenge conventional wisdom, and focuses on the crux of issues to identify high-leverage intervention points and strategies.
Understand business needs, and gets results that have a clear, positive, and direct impact on business performance. Apply different strategies to convince others to change their opinions or plans, and ensures that proposals or arguments are supported by strong logic and a compelling business case, addressing all relevant factors
What you will be responsible for

Responsible for modeling complex business problems and discovering business insights through the use of statistical, algorithmic, mining, and visualization techniques.
Use advanced analytics methods to extract value from business data
Perform large-scale experimentation and build data-driven models to answer business questions.
Conduct research on cutting-edge techniques and tools in machine learning/deep learning/artificial intelligence.
Determine requirements that will be used to train and evolve deep learning models and algorithms.
Collaborate with cross-functional stakeholders to understand the business usage of data.
Qualifications
To perform the job successfully, competitive applicants should demonstrate the following competencies:
Continuous Learner – Continually develops and improves their skill and knowledge to perform effectively and adapt to change in the workplace. Development occurs through a variety of learning opportunities, seeking feedback, and individual reflection.
Personally Effective - Makes use of all of the personal resources at their disposal (talents, skills, energy, and time) to achieve goals.
Tenacious and Results-driven - Sets high goals for themselves and others. They accomplish their goals by effectively working through challenges and demonstrate commitment to the network's goals.
Creative Problem Solver - Focuses on improving their practices and results. They are open to new ideas and they maximize available resources.
Effective Communicator - Conveys information in a way that is strategic, honest, timely, and respectful with whom they are interacting.
Strong Culture Builder - Builds and supports a strong positive culture through behaviors and actions that align with DCP 2020.
Collaborator & Partner - Works effectively with others to achieve shared goals through cooperation, sharing knowledge, joint problem-solving, and celebrating success.

The requirements listed above and below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Job qualifications and requirements include:
BS/MS degree in Computer Science, Engineering, Mathematics, Information Management, Statistics, or related subject
2 to 4 years of experience in solving business problems with advanced analytical solutions
Proven experience in conducting statistical analysis and building AI/ML models with advanced scripting language such as Python
Experience building and deploying predictive models, web scrapping, and scalable data pipelines
Strong understanding of statistical methods and skills such as Bayesian Networks Inference, linear and non-linear regression, hierarchical mixed models/multi-level modeling
Experience with Talend for Data Integration (ETL), and preferably with Talend Data Fabric
Minimum of 3 years of experience with cloud data warehousing / big data environment, preferably with Snowflake.
Minimum of 3 years of experience working with unstructured data; ability to compare trade-offs between different data structures and database storage systems (relational, NoSQL, columnar, etc).
Experience working with the Microsoft Azure Cloud, Kafka, and Linux is a plus
Experience working with stream-based data integration is a plus.

Special Demands
This job primarily operates in a professional office environment and routinely requires the use of standard office equipment such as computers, phones, copy machines, etc. Noise level is typically low. Frequently in a stationary, sitting position for prolonged periods of time. Regularly moves about inside the office to complete tasks, attend meetings or to access the copy machine or file cabinets. Periodically pulls/pushes doors open to move around the office. Occasionally may lift and carry objects up to 20 pounds. Occasional travel may be required.
Salary Range
The salary range for this job is $74,400 - $119,100
It has been and will continue to be the policy of DCP Midstream not to discriminate against any employee or applicant for employment because of their race, color, religion, national origin, age, sex, sexual orientation, gender identity, gender expression, veteran status, disability, or other legally protected status.
Primary Location: US-TX-Houston
Job: Information Technology / Full-time
Job Posting: Feb 13, 2021, 1:00:00 AM"
Lead Data Scientist,https://www.indeed.com/viewjob?jk=347c4338ef702235,"Oakbrook Terrace, IL",30+ days ago,"Darwill, Inc.","Responsibilities/Essential Functions:
Lead a team of Data Scientists and Analysts in developing and scaling high-quality data products and capabilities across our organization
Manage team projects and priorities and develop team's talent, capabilities, and processes
Drive innovation by developing new algorithms, predictive modeling techniques, data products, and analytic capabilities and by pioneering new data sources
Design analyses, present to clients, and consult on analytic and data strategy with internal and external stakeholders
Work with cross-functional teams to grow our set of analytic offerings and to develop collaborative and scalable solutions to key organizational challenges
Work closely with our Product and Engineering teams to integrate new data products into web and mobile applications
Establish processes and evangelize best practices for developing, deploying, and presenting our analytic offerings across the organization
Qualifications:
Advanced degree in Computer Science, Mathematics, Statistics, or related quantitative field
4+ years creating predictive models, performing statistical analyses, and presenting to clients in the marketing field
2+ years managing a team of Data Scientists and Analysts
Expert command of statistical analysis, algorithm development, machine learning, and state-of-the-art Data Science tools and methodologies
Expert command of SQL and Python as applied to Data Science and Machine Learning
Strong experience developing and scaling new data products and capabilities across an organization
Experience prototyping/developing web applications using Flask/Django"
